State,Account Length,Area Code,Phone,IntlPlan,VMail Plan,VMail Message,Day Mins,Day Calls,Day Charge,Eve Mins,Eve Calls,Eve Charge,Night Mins,Night Calls,Night Charge,Intl Mins,Intl Calls,Intl Charge,CustServ Calls,Churn
OR,65,415,397-5060,no,no,0,116.800.000,87,19.860.000,178.900.000,93,15.210.000,182.400.000,150,8.210.000,14.100.000,2,3.810.000,1,False.
LA,179,408,415-2393,no,no,0,219.200.000,92,37.260.000,149.400.000,125,12.700.000,244.700.000,104,11.010.000,6.100.000,5,1.650.000,0,False.
NE,94,415,377-1765,no,no,0,252.600.000,104,42.940.000,169.000.000,125,14.370.000,170.900.000,106,7.690.000,11.100.000,7,3.000.000,2,False.
MN,62,415,409-2111,no,no,0,147.100.000,91,25.010.000,190.400.000,107,16.180.000,195.200.000,115,8.780.000,12.200.000,3,3.290.000,0,False.
MI,127,415,401-3170,no,no,0,202.100.000,103,34.360.000,229.400.000,86,19.500.000,195.200.000,113,8.780.000,11.500.000,3,3.110.000,2,False.
AR,116,408,405-5681,no,no,0,173.500.000,93,29.500.000,194.100.000,76,16.500.000,208.000.000,112,9.360.000,16.200.000,10,4.370.000,3,False.
KS,70,408,411-4582,no,no,0,232.100.000,122,39.460.000,292.300.000,112,24.850.000,201.200.000,112,9.050.000,0,0,0,3,False.
WV,94,510,355-5009,yes,yes,23,197.100.000,125,33.510.000,214.500.000,136,18.230.000,282.200.000,103,12.700.000,9.500.000,5,2.570.000,4,False.
AK,126,415,372-3750,no,no,0,58.200.000,94,9.890.000,138.700.000,118,11.790.000,136.800.000,91,6.160.000,11.900.000,1,3.210.000,5,True.
NY,67,408,405-2888,no,yes,36,115.600.000,111,19.650.000,237.700.000,94,20.200.000,169.900.000,103,7.650.000,9.900.000,12,2.670.000,2,False.
NH,19,408,361-3337,no,no,0,186.100.000,98,31.640.000,254.300.000,57,21.620.000,214.000.000,127,9.630.000,14.600.000,7,3.940.000,2,False.
VA,170,510,350-1639,yes,no,0,259.900.000,68,44.180.000,245.000.000,122,20.830.000,134.400.000,121,6.050.000,8.400.000,3,2.270.000,3,False.
NM,73,415,333-3221,no,no,0,214.300.000,145,36.430.000,268.500.000,135,22.820.000,241.200.000,92,10.850.000,10.800.000,13,2.920.000,1,False.
NY,106,408,422-1471,no,no,0,158.700.000,74,26.980.000,64.300.000,139,5.470.000,198.500.000,103,8.930.000,10.200.000,4,2.750.000,1,False.
AZ,93,415,399-7865,no,no,0,271.600.000,71,46.170.000,229.400.000,108,19.500.000,77.300.000,121,3.480.000,10.900.000,3,2.940.000,2,False.
WY,164,510,373-4819,no,no,0,160.600.000,111,27.300.000,163.200.000,126,13.870.000,187.100.000,112,8.420.000,9.000.000,3,2.430.000,1,False.
WA,51,408,338-6981,no,no,0,232.400.000,109,39.510.000,187.400.000,95,15.930.000,231.200.000,107,10.400.000,9.100.000,3,2.460.000,1,False.
CO,107,415,418-4365,no,no,0,133.800.000,85,22.750.000,180.500.000,94,15.340.000,112.200.000,115,5.050.000,8.900.000,4,2.400.000,0,False.
TX,130,415,359-5461,no,no,0,176.900.000,109,30.070.000,90.700.000,104,7.710.000,238.000.000,69,10.710.000,9.500.000,2,2.570.000,1,False.
KY,80,408,375-3586,no,no,0,209.900.000,74,35.680.000,195.100.000,77,16.580.000,208.200.000,119,9.370.000,8.800.000,4,2.380.000,2,False.
MT,94,415,407-8376,no,no,0,137.500.000,118,23.380.000,203.200.000,88,17.270.000,150.000.000,131,6.750.000,13.400.000,2,3.620.000,0,False.
OK,118,408,408-6496,no,yes,23,289.500.000,52,49.220.000,166.600.000,111,14.160.000,119.100.000,88,5.360.000,9.500.000,4,2.570.000,1,False.
MD,117,415,385-7688,no,yes,23,198.100.000,86,33.680.000,177.000.000,86,15.050.000,180.500.000,92,8.120.000,6.800.000,6,1.840.000,1,False.
TN,78,415,332-6934,no,no,0,149.700.000,119,25.450.000,182.200.000,115,15.490.000,261.500.000,126,11.770.000,9.700.000,8,2.620.000,0,False.
TX,208,510,378-3625,no,no,0,326.500.000,67,55.510.000,176.300.000,113,14.990.000,181.700.000,102,8.180.000,10.700.000,6,2.890.000,2,True.
ME,131,510,353-7292,yes,yes,26,292.900.000,101,49.790.000,199.700.000,97,16.970.000,255.300.000,127,11.490.000,13.800.000,7,3.730.000,4,True.
DC,63,408,399-6786,no,no,0,83.000.000,64,14.110.000,177.000.000,106,15.050.000,245.700.000,89,11.060.000,13.000.000,3,3.510.000,0,False.
MN,53,415,358-3261,no,yes,24,145.700.000,146,24.770.000,220.500.000,136,18.740.000,249.900.000,96,11.250.000,13.100.000,5,3.540.000,3,False.
DE,62,408,377-9932,no,no,0,182.300.000,101,30.990.000,328.200.000,93,27.900.000,245.000.000,131,11.030.000,11.200.000,1,3.020.000,2,False.
MD,97,415,397-4030,no,no,0,218.000.000,86,37.060.000,184.000.000,94,15.640.000,240.500.000,110,10.820.000,6.400.000,8,1.730.000,3,False.
MI,105,510,367-1062,no,no,0,140.600.000,109,23.900.000,178.600.000,51,15.180.000,217.000.000,83,9.760.000,6.800.000,3,1.840.000,2,False.
WA,157,415,341-8467,no,no,0,152.700.000,105,25.960.000,257.500.000,80,21.890.000,198.100.000,93,8.910.000,9.400.000,4,2.540.000,1,False.
MO,66,415,339-9453,no,yes,36,106.700.000,76,18.140.000,209.800.000,77,17.830.000,190.400.000,117,8.570.000,12.100.000,2,3.270.000,1,False.
IN,122,415,344-3388,no,no,0,243.800.000,98,41.450.000,83.900.000,72,7.130.000,179.800.000,84,8.090.000,13.700.000,8,3.700.000,2,False.
OR,38,415,375-8013,no,no,0,194.400.000,94,33.050.000,186.700.000,95,15.870.000,223.300.000,90,10.050.000,10.800.000,5,2.920.000,3,False.
MD,106,510,408-4142,no,no,0,213.900.000,95,36.360.000,151.900.000,70,12.910.000,260.100.000,124,11.700.000,12.200.000,5,3.290.000,3,False.
RI,99,510,386-3671,no,no,0,217.200.000,112,36.920.000,246.700.000,89,20.970.000,226.100.000,89,10.170.000,15.800.000,7,4.270.000,3,False.
LA,99,415,411-2284,no,no,0,241.100.000,72,40.990.000,155.600.000,98,13.230.000,188.200.000,109,8.470.000,11.600.000,10,3.130.000,1,False.
AZ,144,510,346-7795,yes,no,0,203.500.000,100,34.600.000,247.600.000,103,21.050.000,194.300.000,94,8.740.000,11.900.000,11,3.210.000,0,False.
PA,82,415,333-5609,no,yes,24,155.200.000,131,26.380.000,244.500.000,106,20.780.000,122.400.000,68,5.510.000,10.700.000,3,2.890.000,1,False.
AZ,86,408,405-1842,no,yes,31,167.600.000,139,28.490.000,113.000.000,118,9.610.000,246.900.000,121,11.110.000,12.200.000,6,3.290.000,1,False.
FL,70,510,366-6345,yes,no,0,226.700.000,98,38.540.000,228.100.000,115,19.390.000,73.200.000,93,3.290.000,17.600.000,4,4.750.000,2,True.
LA,93,415,337-9345,no,no,0,179.300.000,93,30.480.000,178.600.000,98,15.180.000,225.200.000,131,10.130.000,11.500.000,6,3.110.000,3,False.
FL,93,415,328-6770,no,no,0,151.400.000,89,25.740.000,186.400.000,76,15.840.000,172.500.000,120,7.760.000,10.900.000,3,2.940.000,0,False.
FL,120,415,380-7321,no,no,0,180.000.000,80,30.600.000,224.200.000,82,19.060.000,265.400.000,91,11.940.000,4.700.000,7,1.270.000,3,False.
MD,136,415,375-1476,no,no,0,250.200.000,121,42.530.000,267.100.000,118,22.700.000,151.000.000,114,6.800.000,13.000.000,2,3.510.000,1,True.
AL,106,415,356-1567,no,no,0,223.000.000,121,37.910.000,110.100.000,98,9.360.000,188.700.000,107,8.490.000,7.100.000,12,1.920.000,0,False.
WA,81,415,422-6685,no,no,0,183.600.000,116,31.210.000,152.600.000,98,12.970.000,212.200.000,99,9.550.000,12.200.000,6,3.290.000,3,False.
TN,127,408,336-1090,no,yes,22,166.000.000,114,28.220.000,174.500.000,103,14.830.000,244.900.000,68,11.020.000,10.200.000,6,2.750.000,1,False.
MS,65,415,343-2095,no,no,0,136.100.000,112,23.140.000,272.900.000,96,23.200.000,220.200.000,104,9.910.000,4.400.000,2,1.190.000,1,False.
ME,35,408,345-3934,no,no,0,149.300.000,113,25.380.000,242.200.000,122,20.590.000,174.300.000,104,7.840.000,8.900.000,6,2.400.000,2,False.
OK,88,408,338-8050,no,no,0,65.400.000,97,11.120.000,168.200.000,76,14.300.000,236.000.000,113,10.620.000,13.800.000,1,3.730.000,2,False.
IN,65,415,388-9568,no,no,0,213.400.000,111,36.280.000,234.500.000,94,19.930.000,250.100.000,123,11.250.000,2.700.000,4,730.000,1,False.
MO,123,415,402-6591,no,no,0,206.900.000,85,35.170.000,244.700.000,78,20.800.000,221.500.000,136,9.970.000,7.700.000,2,2.080.000,3,False.
IA,126,408,403-6419,no,yes,27,186.200.000,78,31.650.000,189.600.000,83,16.120.000,76.500.000,139,3.440.000,9.600.000,3,2.590.000,2,False.
VA,104,415,386-9790,no,yes,23,280.200.000,136,47.630.000,220.500.000,92,18.740.000,136.900.000,102,6.160.000,13.300.000,3,3.590.000,4,False.
KY,45,415,378-5692,no,yes,22,196.600.000,84,33.420.000,313.200.000,92,26.620.000,163.300.000,108,7.350.000,11.900.000,3,3.210.000,0,False.
MD,93,408,360-3324,yes,no,0,312.000.000,109,53.040.000,129.400.000,100,11.000.000,217.600.000,74,9.790.000,10.500.000,2,2.840.000,0,True.
OH,63,415,410-3719,yes,yes,36,199.000.000,110,33.830.000,291.300.000,111,24.760.000,197.600.000,92,8.890.000,11.000.000,6,2.970.000,1,False.
OK,100,415,352-4221,no,no,0,203.100.000,96,34.530.000,217.000.000,126,18.450.000,180.900.000,122,8.140.000,13.500.000,2,3.650.000,3,False.
NV,53,415,327-6179,no,no,0,168.800.000,97,28.700.000,220.300.000,87,18.730.000,154.300.000,113,6.940.000,10.900.000,2,2.940.000,0,False.
ID,92,415,359-6196,yes,no,0,173.100.000,140,29.430.000,240.300.000,105,20.430.000,233.200.000,117,10.490.000,9.000.000,5,2.430.000,1,False.
MN,139,510,374-9107,no,no,0,134.400.000,106,22.850.000,211.300.000,98,17.960.000,193.600.000,125,8.710.000,10.200.000,2,2.750.000,5,True.
SD,110,408,357-4078,no,yes,40,202.600.000,103,34.440.000,118.800.000,128,10.100.000,234.900.000,98,10.570.000,9.000.000,9,2.430.000,2,False.
IL,110,408,366-5780,no,no,0,74.500.000,117,12.670.000,200.800.000,98,17.070.000,192.200.000,101,8.650.000,9.800.000,7,2.650.000,3,False.
WY,215,510,393-9619,no,no,0,83.600.000,148,14.210.000,120.900.000,91,10.280.000,226.600.000,110,10.200.000,10.700.000,9,2.890.000,0,False.
AL,73,415,355-9295,no,no,0,192.200.000,86,32.670.000,168.600.000,116,14.330.000,139.800.000,87,6.290.000,9.400.000,6,2.540.000,1,False.
NJ,138,510,400-5751,no,no,0,220.200.000,89,37.430.000,88.300.000,125,7.510.000,195.300.000,79,8.790.000,12.900.000,5,3.480.000,0,False.
NV,137,415,338-1027,yes,no,0,135.100.000,95,22.970.000,134.100.000,102,11.400.000,223.100.000,81,10.040.000,12.300.000,2,3.320.000,2,True.
IN,36,415,405-8867,no,no,0,253.400.000,77,43.080.000,182.400.000,151,15.500.000,275.800.000,103,12.410.000,8.400.000,2,2.270.000,1,False.
WV,85,408,336-5616,no,no,0,225.000.000,81,38.250.000,176.900.000,63,15.040.000,194.300.000,110,8.740.000,7.100.000,2,1.920.000,3,False.
VA,108,408,335-1697,no,no,0,198.500.000,99,33.750.000,267.800.000,60,22.760.000,354.900.000,75,15.970.000,9.400.000,3,2.540.000,0,True.
SC,22,408,331-5138,no,no,0,110.300.000,107,18.750.000,166.500.000,93,14.150.000,202.300.000,96,9.100.000,9.500.000,5,2.570.000,0,False.
RI,107,415,385-8240,no,yes,37,60.000.000,102,10.200.000,102.200.000,80,8.690.000,261.800.000,106,11.780.000,11.100.000,3,3.000.000,0,False.
IN,51,510,348-1359,no,no,0,214.800.000,94,36.520.000,149.700.000,58,12.720.000,283.400.000,66,12.750.000,10.200.000,5,2.750.000,0,False.
AZ,94,408,354-7339,no,no,0,181.800.000,85,30.910.000,202.400.000,98,17.200.000,245.900.000,97,11.070.000,9.200.000,2,2.480.000,4,False.
NM,119,510,349-1687,no,yes,23,154.000.000,114,26.180.000,278.000.000,137,23.630.000,228.400.000,112,10.280.000,11.800.000,4,3.190.000,2,False.
OR,33,415,380-2558,no,yes,29,157.400.000,99,26.760.000,117.900.000,80,10.020.000,279.200.000,79,12.560.000,13.900.000,11,3.750.000,4,True.
NJ,106,415,365-2153,no,no,0,207.900.000,91,35.340.000,172.000.000,109,14.620.000,191.800.000,143,8.630.000,14.400.000,7,3.890.000,4,False.
MS,82,408,345-6043,no,no,0,207.000.000,90,35.190.000,232.900.000,83,19.800.000,172.400.000,108,7.760.000,9.100.000,8,2.460.000,3,False.
MI,86,510,349-2808,no,yes,41,119.000.000,101,20.230.000,230.000.000,134,19.550.000,236.900.000,58,10.660.000,9.500.000,3,2.570.000,0,False.
TX,97,415,411-1715,yes,no,0,143.700.000,117,24.430.000,273.000.000,82,23.210.000,178.300.000,81,8.020.000,10.900.000,3,2.940.000,0,False.
FL,106,408,385-2488,no,yes,32,165.900.000,126,28.200.000,216.500.000,93,18.400.000,173.100.000,86,7.790.000,14.100.000,8,3.810.000,4,False.
DC,108,510,377-7177,no,no,0,138.600.000,122,23.560.000,172.300.000,117,14.650.000,231.600.000,92,10.420.000,9.800.000,3,2.650.000,1,False.
TX,114,415,342-1099,no,no,0,84.700.000,118,14.400.000,249.900.000,86,21.240.000,193.400.000,95,8.700.000,14.500.000,8,3.920.000,1,False.
KS,92,408,386-4170,yes,no,0,62.600.000,111,10.640.000,180.600.000,126,15.350.000,221.700.000,80,9.980.000,10.400.000,2,2.810.000,1,True.
UT,59,510,413-1269,no,no,0,155.200.000,79,26.380.000,235.300.000,123,20.000.000,169.400.000,80,7.620.000,8.700.000,4,2.350.000,1,False.
MN,24,510,396-4460,no,yes,25,164.900.000,110,28.030.000,209.300.000,105,17.790.000,231.200.000,55,10.400.000,6.700.000,9,1.810.000,1,False.
IL,151,408,334-2730,no,no,0,134.500.000,88,22.870.000,143.100.000,112,12.160.000,223.900.000,61,10.080.000,15.400.000,1,4.160.000,1,False.
NM,117,415,340-3182,no,no,0,143.300.000,103,24.360.000,211.300.000,108,17.960.000,185.200.000,96,8.330.000,11.500.000,3,3.110.000,1,False.
SC,78,510,377-8608,no,no,0,168.300.000,110,28.610.000,221.200.000,73,18.800.000,241.000.000,136,10.850.000,12.500.000,1,3.380.000,1,False.
NC,155,408,417-3676,no,no,0,262.400.000,55,44.610.000,194.600.000,113,16.540.000,146.500.000,85,6.590.000,8.300.000,6,2.240.000,2,False.
WV,114,510,417-6774,no,yes,30,206.200.000,79,35.050.000,260.000.000,91,22.100.000,291.600.000,83,13.120.000,11.400.000,6,3.080.000,1,False.
RI,114,510,411-9554,no,yes,28,225.800.000,94,38.390.000,193.000.000,117,16.410.000,232.400.000,100,10.460.000,8.400.000,9,2.270.000,4,False.
NH,119,408,420-3192,no,no,0,138.300.000,89,23.510.000,170.500.000,78,14.490.000,263.900.000,98,11.880.000,13.500.000,6,3.650.000,3,False.
MO,64,510,389-1475,no,yes,48,94.400.000,104,16.050.000,136.200.000,101,11.580.000,147.400.000,89,6.630.000,4.500.000,4,1.220.000,0,False.
MA,118,408,343-7734,yes,no,0,160.000.000,123,27.200.000,175.400.000,96,14.910.000,184.800.000,99,8.320.000,9.900.000,3,2.670.000,2,False.
PA,101,415,410-3390,no,no,0,206.600.000,105,35.120.000,224.900.000,117,19.120.000,249.900.000,100,11.250.000,14.600.000,3,3.940.000,0,False.
OK,117,415,344-6495,no,no,0,134.700.000,121,22.900.000,180.000.000,83,15.300.000,200.900.000,104,9.040.000,7.700.000,3,2.080.000,1,False.
AL,49,415,331-6229,no,yes,28,214.400.000,78,36.450.000,235.200.000,100,19.990.000,206.200.000,107,9.280.000,8.000.000,13,2.160.000,3,False.
WY,139,415,337-7501,no,no,0,192.800.000,104,32.780.000,234.400.000,96,19.920.000,203.200.000,101,9.140.000,13.000.000,3,3.510.000,3,False.
PA,92,408,339-9631,no,yes,28,151.100.000,90,25.690.000,194.800.000,79,16.560.000,239.200.000,114,10.760.000,10.000.000,3,2.700.000,1,False.
WA,83,415,369-4384,no,no,0,221.400.000,103,37.640.000,231.800.000,103,19.700.000,122.500.000,100,5.510.000,9.800.000,5,2.650.000,3,False.
HI,148,510,416-3915,yes,no,0,218.900.000,88,37.210.000,208.000.000,85,17.680.000,203.300.000,99,9.150.000,11.100.000,4,3.000.000,0,False.
SD,144,408,339-3049,no,yes,48,189.800.000,96,32.270.000,123.400.000,67,10.490.000,214.200.000,106,9.640.000,6.500.000,2,1.760.000,2,True.
AL,131,415,361-7998,no,yes,25,192.700.000,85,32.760.000,225.900.000,105,19.200.000,254.200.000,59,11.440.000,10.900.000,6,2.940.000,2,False.
VT,146,510,355-4842,yes,no,0,204.400.000,135,34.750.000,219.100.000,90,18.620.000,222.700.000,114,10.020.000,10.500.000,6,2.840.000,3,False.
MT,143,415,387-6440,no,no,0,172.300.000,97,29.290.000,174.000.000,108,14.790.000,188.200.000,119,8.470.000,13.000.000,4,3.510.000,2,False.
MN,81,415,369-2625,no,no,0,198.400.000,93,33.730.000,210.900.000,108,17.930.000,193.300.000,71,8.700.000,10.400.000,6,2.810.000,2,False.
AK,48,415,389-7073,no,yes,37,211.700.000,115,35.990.000,159.900.000,84,13.590.000,144.100.000,80,6.480.000,12.200.000,1,3.290.000,1,False.
MI,86,415,370-8463,no,yes,28,221.600.000,74,37.670.000,288.400.000,100,24.510.000,240.300.000,105,10.810.000,9.000.000,2,2.430.000,1,False.
DE,71,415,362-7318,no,no,0,197.900.000,108,33.640.000,181.500.000,109,15.430.000,281.400.000,56,12.660.000,6.700.000,5,1.810.000,3,False.
SD,145,408,412-1194,no,yes,24,147.500.000,90,25.080.000,175.700.000,108,14.930.000,252.100.000,102,11.340.000,15.600.000,3,4.210.000,2,False.
MI,137,510,355-9508,no,no,0,206.400.000,122,35.090.000,128.000.000,102,10.880.000,194.500.000,84,8.750.000,8.800.000,5,2.380.000,2,False.
KS,137,408,352-8202,no,no,0,205.900.000,88,35.000.000,209.300.000,86,17.790.000,289.900.000,84,13.050.000,14.500.000,4,3.920.000,2,False.
AL,167,510,335-5882,no,no,0,207.600.000,88,35.290.000,132.400.000,63,11.250.000,255.200.000,98,11.480.000,14.100.000,5,3.810.000,0,False.
OK,89,510,352-6976,no,no,0,303.900.000,95,51.660.000,260.900.000,114,22.180.000,312.100.000,89,14.040.000,5.300.000,3,1.430.000,1,True.
CT,199,415,393-6733,no,yes,34,230.600.000,121,39.200.000,219.400.000,99,18.650.000,299.300.000,94,13.470.000,8.000.000,2,2.160.000,0,False.
NE,132,510,335-1838,no,no,0,99.500.000,110,16.920.000,129.100.000,80,10.970.000,125.100.000,124,5.630.000,9.700.000,3,2.620.000,0,False.
WI,94,510,355-6930,no,no,0,177.100.000,112,30.110.000,194.000.000,112,16.490.000,146.700.000,108,6.600.000,5.900.000,4,1.590.000,1,False.
CT,96,415,387-5860,no,yes,37,172.700.000,93,29.360.000,120.100.000,116,10.210.000,216.100.000,86,9.720.000,10.300.000,5,2.780.000,5,True.
WI,96,510,343-2605,no,yes,18,172.700.000,86,29.360.000,133.400.000,113,11.340.000,259.500.000,70,11.680.000,9.800.000,3,2.650.000,1,False.
IN,166,510,350-6759,no,no,0,204.200.000,115,34.710.000,179.900.000,152,15.290.000,216.800.000,109,9.760.000,9.500.000,5,2.570.000,1,False.
DC,74,415,371-1514,no,no,0,85.700.000,83,14.570.000,247.700.000,67,21.050.000,142.400.000,85,6.410.000,10.100.000,5,2.730.000,2,False.
AR,36,415,346-9317,no,no,0,157.600.000,117,26.790.000,184.300.000,58,15.670.000,240.400.000,99,10.820.000,11.900.000,1,3.210.000,0,False.
ME,113,415,398-4313,no,no,0,215.500.000,129,36.640.000,218.700.000,117,18.590.000,207.100.000,91,9.320.000,6.600.000,9,1.780.000,4,False.
MN,94,415,412-4399,no,no,0,181.500.000,98,30.860.000,199.900.000,88,16.990.000,287.700.000,114,12.950.000,6.600.000,5,1.780.000,1,False.
MD,67,415,330-1835,no,no,0,171.700.000,80,29.190.000,110.400.000,81,9.380.000,195.400.000,111,8.790.000,11.900.000,4,3.210.000,2,False.
FL,127,415,416-1676,no,no,0,266.600.000,106,45.320.000,264.800.000,168,22.510.000,207.200.000,119,9.320.000,5.900.000,2,1.590.000,1,True.
RI,121,408,329-7347,no,no,0,170.400.000,108,28.970.000,350.500.000,68,29.790.000,297.000.000,87,13.370.000,11.200.000,3,3.020.000,0,True.
IA,158,415,360-6868,no,no,0,158.000.000,106,26.860.000,292.500.000,114,24.860.000,241.100.000,89,10.850.000,9.100.000,4,2.460.000,1,False.
AZ,136,510,405-6641,no,no,0,92.000.000,117,15.640.000,253.600.000,77,21.560.000,214.100.000,90,9.630.000,10.300.000,10,2.780.000,1,False.
MO,196,415,393-2373,no,no,0,234.000.000,109,39.780.000,249.500.000,114,21.210.000,173.100.000,70,7.790.000,9.100.000,5,2.460.000,2,False.
VT,113,415,419-1714,no,no,0,272.100.000,111,46.260.000,268.500.000,118,22.820.000,213.800.000,105,9.620.000,8.500.000,10,2.300.000,1,True.
IN,122,408,336-3819,no,no,0,296.400.000,99,50.390.000,214.800.000,89,18.260.000,133.900.000,107,6.030.000,11.400.000,3,3.080.000,4,True.
RI,112,510,341-3464,no,no,0,194.400.000,101,33.050.000,190.300.000,82,16.180.000,183.400.000,107,8.250.000,11.400.000,2,3.080.000,0,False.
SD,209,415,413-5310,no,no,0,227.200.000,128,38.620.000,258.400.000,92,21.960.000,183.500.000,74,8.260.000,8.900.000,4,2.400.000,3,False.
MN,62,415,366-7912,no,no,0,248.700.000,109,42.280.000,220.000.000,118,18.700.000,265.700.000,78,11.960.000,13.200.000,2,3.560.000,1,True.
TX,110,415,399-8845,no,yes,38,236.300.000,102,40.170.000,195.900.000,112,16.650.000,183.500.000,82,8.260.000,9.700.000,6,2.620.000,1,False.
VA,16,510,368-2583,no,no,0,205.600.000,69,34.950.000,169.500.000,93,14.410.000,220.100.000,64,9.900.000,10.900.000,3,2.940.000,0,False.
MA,73,408,360-6309,no,no,0,94.100.000,136,16.000.000,280.300.000,122,23.830.000,205.000.000,77,9.230.000,9.800.000,4,2.650.000,0,False.
ID,128,408,359-5890,no,no,0,125.200.000,99,21.280.000,205.400.000,107,17.460.000,254.400.000,111,11.450.000,18.900.000,2,5.100.000,0,False.
MA,39,408,332-2462,no,no,0,60.400.000,158,10.270.000,306.200.000,120,26.030.000,123.900.000,46,5.580.000,12.400.000,3,3.350.000,1,False.
GA,103,415,381-9196,no,yes,28,121.000.000,105,20.570.000,270.400.000,100,22.980.000,160.500.000,76,7.220.000,7.700.000,4,2.080.000,2,False.
RI,119,415,329-3222,no,yes,29,117.800.000,66,20.030.000,256.800.000,114,21.830.000,147.600.000,76,6.640.000,7.600.000,3,2.050.000,3,False.
ID,173,510,363-5819,no,yes,21,232.400.000,96,39.510.000,211.900.000,118,18.010.000,273.000.000,102,12.290.000,5.000.000,5,1.350.000,3,False.
SD,128,510,413-9269,yes,yes,32,223.500.000,81,38.000.000,188.800.000,74,16.050.000,154.900.000,101,6.970.000,9.400.000,2,2.540.000,2,True.
MA,86,510,330-7483,no,no,0,176.300.000,79,29.970.000,259.200.000,97,22.030.000,287.400.000,78,12.930.000,6.200.000,3,1.670.000,0,False.
WY,114,415,403-7775,no,yes,32,125.200.000,79,21.280.000,177.800.000,105,15.110.000,232.400.000,89,10.460.000,12.900.000,3,3.480.000,1,False.
